"","phylodist"
"Syconycteris_carolinae",144.2394075716
"Macroglossus_sobrinus",144.2394078875
"Macroglossus_minimus",144.2394078875
"Dobsonia_emersa",144.2394069296
"Dobsonia_crenulata",144.2394069296
"Dobsonia_chapmani",144.2394069293
"Dobsonia_minor",144.2394069293
"Dobsonia_anderseni",144.2394082115
"Dobsonia_moluccensis",144.2394059681
"Dobsonia_peronii",144.2394059681
"Dobsonia_pannietensis",144.23940718553
"Dobsonia_beauforti",144.23940718553
"Dobsonia_viridis",144.2394071856
"Dobsonia_praedatrix",144.2394071856
"Dobsonia_inermis",144.2394072501
"Dobsonia_exoleta",144.2394072501
"Rousettus_bidens",144.2394069295
"Harpyionycteris_whiteheadi",144.2394094925
"Harpyionycteris_celebensis",144.2394094925
"Paranyctimene_tenax",144.2394077626
"Paranyctimene_raptor",144.2394077626
"Nyctimene_major",144.2394052641
"Nyctimene_vizcaccia",144.2394052641
"Nyctimene_malaitensis",144.2394052641
"Nyctimene_albiventer",144.2394055838
"Nyctimene_rabori",144.2394055838
"Nyctimene_keasti",144.239405264
"Nyctimene_draconilla",144.239405264
"Nyctimene_certans",144.2394051359
"Nyctimene_cyclotis",144.2394051359
"Nyctimene_cephalotes",144.2394054569
"Nyctimene_minutus",144.2394045269
"Nyctimene_sanctacrucis",144.2394048479
"Nyctimene_robinsoni",144.2394048479
"Nyctimene_masalai",144.2394045593
"Nyctimene_aello",144.2394039186
"Eidolon_helvum",144.2394093646
"Eidolon_dupreanum",144.2394093646
"Mirimiri_acrodonta",144.2394080819
"Pteralopex_anceps",144.2394082106
"Pteralopex_taki",144.2394082427
"Pteralopex_pulchra",144.2394082748
"Pteralopex_flanneryi",144.2394082748
"Pteralopex_atrata",144.2394084029
"Desmalopex_microleucopterus",144.2394090449
"Desmalopex_leucopterus",144.2394090449
"Melonycteris_melanops",144.2394071209
"Melonycteris_woodfordi",144.2394087228
"Melonycteris_fardoulisi",144.2394087228
"Pteropus_ualanus",144.2394080829
"Pteropus_lombocensis",144.2394080829
"Pteropus_howensis",144.2394080825
"Pteropus_pelagicus",144.2394068324
"Pteropus_molossinus",144.2394068324
"Pteropus_keyensis",144.23940692882
"Pteropus_tokudae",144.23940692882
"Pteropus_pilosus",144.23940667197
"Pteropus_rennelli",144.23940667237
"Pteropus_woodfordi",144.23940667237
"Pteropus_mahaganus",144.23940667277
"Pteropus_vetulus",144.23940680057
"Pteropus_gilliardorum",144.239406897
"Pteropus_macrotis",144.2394071207
"Pteropus_brunneus",144.2394071207
"Pteropus_mariannus",144.23940728148
"Pteropus_pelewensis",144.23940712118
"Pteropus_yapensis",144.23940712118
"Pteropus_admiralitatum",144.23940728148
"Pteropus_chrysoproctus",144.23940731348
"Pteropus_aruensis",144.23940712128
"Pteropus_tonganus",144.23940712128
"Pteropus_pohlei",144.2394071212
"Pteropus_speciosus",144.2394071852
"Pteropus_melanotus",144.23940708939
"Pteropus_alecto",144.23940708939
"Pteropus_cognatus",144.23940708938
"Pteropus_hypomelanus",144.2394070252
"Pteropus_conspicillatus",144.2394070252
"Pteropus_neohibernicus",144.2394071214
"Pteropus_loochoensis",144.2394072169
"Pteropus_ornatus",144.2394072169
"Pteropus_capistratus",144.2394074412
"Pteropus_temminckii",144.2394074422
"Pteropus_nitendiensis",144.2394071213
"Pteropus_tuberculatus",144.2394071213
"Pteropus_anetianus",144.2394072177
"Pteropus_rayneri",144.2394072175
"Pteropus_samoensis",144.2394072175
"Pteropus_argentatus",144.2394072174
"Pteropus_dasymallus",144.2394069602
"Pteropus_subniger",144.2394069602
"Pteropus_pumilus",144.2394068005
"Pteropus_vampyrus",144.239407185
"Pteropus_rodricensis",144.239407185
"Pteropus_ocularis",144.23940704991
"Pteropus_lylei",144.23940704991
"Pteropus_faunulus",144.2394071204
"Pteropus_pselaphon",144.2394069282
"Pteropus_giganteus",144.2394071204
"Pteropus_fundatus",144.23940710753
"Pteropus_intermedius",144.23940710753
"Pteropus_melanopogon",144.23940708833
"Pteropus_niger",144.23940708833
"Pteropus_seychellensis",144.23940708835
"Pteropus_rufus",144.23940708835
"Pteropus_aldabrensis",144.23940708833
"Pteropus_griseus",144.2394071843
"Pteropus_livingstonii",144.2394071209
"Pteropus_voeltzkowi",144.2394071209
"Pteropus_personatus",144.2394071209
"Pteropus_poliocephalus",144.2394071213
"Pteropus_caniceps",144.2394071213
"Pteropus_scapulatus",144.2394061605
"Acerodon_celebensis",144.2394074416
"Acerodon_humilis",144.2394074416
"Acerodon_leucotis",144.2394074411
"Acerodon_mackloti",144.2394074411
"Acerodon_jubatus",144.2394074406
"Styloctenium_wallacei",144.2394071248
"Styloctenium_mindorensis",144.2394071248
"Myzopoda_schliemanni",144.239396708
"Myzopoda_aurita",144.239396708
"Mystacina_tuberculata",144.239400224
"Mystacina_robusta",144.239400224
"Thyroptera_wynneae",144.2393775259
"Thyroptera_lavali",144.2393775259
"Thyroptera_tricolor",144.2393794451
"Thyroptera_devivoi",144.2393794451
"Thyroptera_discifera",144.239380403
"Noctilio_leporinus",144.239395429
"Noctilio_albiventris",144.239395429
"Furipterus_horrens",144.239393194
"Amorphochilus_schnablii",144.239393194
"Pteronotus_personatus",144.239393199
"Pteronotus_davyi",144.2393912796
"Pteronotus_gymnonotus",144.2393912796
"Pteronotus_paraguanensis",144.2393954362
"Pteronotus_macleayii",144.2393954362
"Pteronotus_quadridens",144.239392878
"Pteronotus_parnellii",144.239392559
"Mormoops_megalophylla",144.239392878
"Mormoops_blainvillei",144.239392878
"Macrotus_waterhousii",144.23939288
"Macrotus_californicus",144.23939288
"Neonycteris_pusilla",144.23938881642
"Lampronycteris_brachyotis",144.23938881642
"Scleronycteris_ega",144.239388721
"Micronycteris_sanborni",144.2393874378
"Micronycteris_schmidtorum",144.2393890367
"Micronycteris_minuta",144.2393890367
"Micronycteris_yatesi",144.2393874388
"Micronycteris_brosseti",144.239388718
"Micronycteris_buriri",144.2393883334
"Micronycteris_megalotis",144.2393883013
"Micronycteris_microtis",144.2393883013
"Micronycteris_matses",144.2393883972
"Micronycteris_giovanniae",144.239388078
"Micronycteris_hirsuta",144.239389357
"Lonchorhina_orinocensis",144.239388399
"Lonchorhina_aurita",144.239388399
"Brachyphylla_nana",144.239393189
"Brachyphylla_cavernarum",144.239393189
"Erophylla_sezekorni",144.2393935129
"Erophylla_bombifrons",144.2393935129
"Phyllonycteris_poeyi",144.239392554
"Phyllonycteris_aphylla",144.239392554
"Monophyllus_redmani",144.239389678
"Monophyllus_plethodon",144.239389678
"Glossophaga_soricina",144.239390635
"Glossophaga_morenoi",144.2393929683
"Glossophaga_longirostris",144.2393916893
"Glossophaga_leachii",144.2393916893
"Glossophaga_commissarisi",144.239391274
"Leptonycteris_nivalis",144.239390635
"Leptonycteris_yerbabuenae",144.2393919139
"Leptonycteris_curasoae",144.2393919139
"Choeronycteris_mexicana",144.2393906349
"Choeroniscus_minor",144.2393909546
"Choeroniscus_godmani",144.2393909546
"Choeroniscus_periosus",144.2393912739
"Musonycteris_harrisoni",144.239390635
"Lichonycteris_obscura",144.239390955
"Lonchorhina_marinkellei",144.239390955
"Hylonycteris_underwoodi",144.239390636
"Anoura_caudifer",144.2393900877
"Anoura_fistulata",144.239391687
"Anoura_latidens",144.239391687
"Anoura_canishina",144.2393913667
"Anoura_geoffroyi",144.2393913667
"Anoura_luismanueli",144.2393913667
"Anoura_cultrata",144.239390631
"Phyllostomus_hastatus",144.2393912756
"Phyllostomus_latifolius",144.2393919156
"Phyllostomus_elongatus",144.2393919156
"Tonatia_saurophila",144.2393928746
"Tonatia_bidens",144.2393928746
"Phyllostomus_discolor",144.2393928746
"Phylloderma_stenops",144.2393909543
"Mimon_crenulatum",144.2393909543
"Lophostoma_yasuni",144.2393912755
"Lophostoma_schulzi",144.2393912755
"Lophostoma_carrikeri",144.2393896763
"Lophostoma_kalkoae",144.23939252196
"Lophostoma_brasiliense",144.23939252196
"Lophostoma_silvicolum",144.2393896773
"Lophostoma_evotis",144.2393896767
"Lophostoma_aequatorialis",144.2393896767
"Mimon_bennettii",144.2393912763
"Lonchorhina_inusitata",144.2393915953
"Mimon_cozumelae",144.2393915953
"Macrophyllum_macrophyllum",144.2393912763
"Trachops_cirrhosus",144.2393912793
"Vampyrum_spectrum",144.239390321
"Chrotopterus_auritus",144.239390321
"Xeronycteris_vieirai",144.239392549
"Platalina_genovensium",144.239392549
"Lonchophylla_fornicata",144.2393928721
"Lonchophylla_inexpectata",144.2393922341
"Lonchophylla_hesperia",144.2393925534
"Lonchophylla_concava",144.2393925216
"Lonchophylla_bokermanni",144.23939254712
"Lonchophylla_mordax",144.23939254712
"Lonchophylla_dekeyseri",144.2393931941
"Lionycteris_spurrelli",144.2393931941
"Lonchophylla_chocoana",144.2393893571
"Lonchophylla_orcesi",144.2393893571
"Lonchophylla_robusta",144.2393890367
"Lonchophylla_orienticollina",144.2393890367
"Lonchophylla_peracchii",144.2393905074
"Lonchophylla_handleyi",144.2393905074
"Lonchophylla_thomasi",144.2393905079
"Lonchorhina_fernandezi",144.239392235
"Hsunycteris_thomasi",144.239390316
"Hsunycteris_pattoni",144.2393919144
"Hsunycteris_cadenai",144.2393919144
"Carollia_subrufa",144.23938968
"Carollia_manu",144.23938968
"Carollia_sowelli",144.239389999
"Carollia_perspicillata",144.2393899991
"Carollia_brevicauda",144.2393899991
"Carollia_castanea",144.239388721
"Carollia_benkeithi",144.239388721
"Trinycteris_nicefori",144.239391272
"Glyphonycteris_sylvestris",144.239391591
"Glyphonycteris_behnii",144.239390316
"Glyphonycteris_daviesi",144.239390316
"Rhinophylla_pumilio",144.239389034
"Rhinophylla_fischerae",144.239389037
"Rhinophylla_alethina",144.239389037
"Sturnira_bidens",144.239390637
"Sturnira_nana",144.239390317
"Sturnira_ludovici",144.23939076455
"Sturnira_oporaphilum",144.23939076455
"Sturnira_burtonlimi",144.2393907963
"Sturnira_hondurensis",144.2393906368
"Sturnira_tildae",144.2393906362
"Sturnira_sorianoi",144.2393909564
"Sturnira_koopmanhilli",144.239390957
"Sturnira_mordax",144.239390957
"Sturnira_magna",144.2393909251
"Sturnira_perla",144.2393909251
"Sturnira_bogotensis",144.2393909564
"Sturnira_erythromos",144.2393909558
"Sturnira_parvidens",144.2393906369
"Sturnira_bakeri",144.2393906369
"Sturnira_lilium",144.2393906373
"Sturnira_angeli",144.2393907642
"Sturnira_luisi",144.2393907642
"Sturnira_paulsoni",144.2393906363
"Sturnira_mistratensis",144.239389678
"Sturnira_aratathomasi",144.239389678
"Vampyressa_bidens",144.2393919138
"Vampyressa_brocki",144.2393906358
"Vampyressa_elisabethae",144.2393906358
"Vampyressa_nymphaea",144.2393906358
"Chiroderma_salvini",144.2393890368
"Chiroderma_vizottoi",144.2393890368
"Chiroderma_doriae",144.2393890367
"Chiroderma_trinitatum",144.2393890367
"Chiroderma_improvisum",144.2393890365
"Chiroderma_villosum",144.2393890365
"Mesophylla_macconnelli",144.2393903148
"Vampyressa_thyone",144.239391274
"Vampyressa_pusilla",144.239391274
"Vampyressa_melissa",144.2393893558
"Vampyrodes_caraccioli",144.2393899958
"Vampyressa_sinchi",144.2393899958
"Platyrrhinus_angustirostris",144.2393906676
"Platyrrhinus_fusciventris",144.2393906676
"Platyrrhinus_recifinus",144.2393906677
"Platyrrhinus_guianensis",144.2393906677
"Platyrrhinus_helleri",144.2393906362
"Platyrrhinus_matapalensis",144.2393906362
"Platyrrhinus_nigellus",144.2393903161
"Platyrrhinus_brachycephalus",144.2393903161
"Platyrrhinus_nitelinea",144.2393903161
"Platyrrhinus_chocoensis",144.2393906035
"Platyrrhinus_aurarius",144.2393906035
"Platyrrhinus_umbratus",144.2393902829
"Platyrrhinus_infuscus",144.2393902829
"Platyrrhinus_dorsalis",144.2393905708
"Platyrrhinus_masu",144.2393905713
"Platyrrhinus_ismaeli",144.2393905713
"Platyrrhinus_albericoi",144.2393902516
"Platyrrhinus_vittatus",144.2393902516
"Platyrrhinus_lineatus",144.2393906352
"Uroderma_magnirostrum",144.239390635
"Uroderma_bilobatum",144.2393897082
"Uroderma_bakeri",144.2393897082
"Enchisthenes_hartii",144.2393906399
"Ardops_nichollsi",144.2393912753
"Ariteus_flavescens",144.2393912753
"Ametrida_centurio",144.2393910841
"Mimon_koepckeae",144.2393912757
"Pygoderma_bilabiatum",144.2393912757
"Sphaeronycteris_toxophyllum",144.2393912442
"Centurio_senex",144.2393912442
"Phyllops_falcatus",144.2393914035
"Stenoderma_rufum",144.2393914035
"Ectophylla_alba",144.2393890373
"Dermanura_toltecus",144.2393903169
"Dermanura_phaeotis",144.2393903169
"Dermanura_rosenbergii",144.2393903169
"Dermanura_watsoni",144.2393903166
"Dermanura_incomitatus",144.2393903166
"Dermanura_aztecus",144.2393896768
"Dermanura_glaucus",144.2393906362
"Dermanura_cinereus",144.2393906357
"Dermanura_gnomus",144.2393906362
"Dermanura_bogotensis",144.2393906362
"Dermanura_rava",144.2393906361
"Dermanura_anderseni",144.2393906361
"Artibeus_concolor",144.2393899969
"Artibeus_inopinatus",144.2393903175
"Artibeus_hirsutus",144.2393903175
"Artibeus_fraterculus",144.2393916281
"Artibeus_jamaicensis",144.2393887497
"Artibeus_fimbriatus",144.2393903491
"Artibeus_lituratus",144.2393903489
"Artibeus_obscurus",144.2393901885
"Artibeus_planirostris",144.2393901889
"Artibeus_amplus",144.2393901889
"Diphylla_ecaudata",144.239389675
"Dryadonycteris_capixaba",144.239392874
"Diaemus_youngi",144.239392874
"Desmodus_rotundus",144.2393920386
"Desmodus_draculae",144.2393920386
"Nycteris_javanica",144.239418279
"Nycteris_tragata",144.239418279
"Nycteris_madagascariensis",144.239416931
"Nycteris_vinsoni",144.2394160353
"Nycteris_thebaica",144.2394158113
"Nycteris_hispida",144.2394158113
"Nycteris_gambiensis",144.2394160355
"Nycteris_woodi",144.239416931
"Nycteris_grandis",144.23941917
"Nycteris_intermedia",144.2394173793
"Nycteris_nana",144.2394173793
"Nycteris_major",144.239419167
"Nycteris_parisii",144.239418499
"Nycteris_arge",144.239418499
"Nycteris_aurita",144.23941917
"Nycteris_macrotis",144.23941917
"Saccolaimus_flaviventris",144.2394214112
"Saccolaimus_peli",144.2394214112
"Saccolaimus_mixtus",144.239422978
"Saccolaimus_saccolaimus",144.239422983
"Taphozous_australis",144.2394209606
"Taphozous_theobaldi",144.2394209606
"Taphozous_kapalgensis",144.23942096
"Taphozous_melanopogon",144.23942096
"Taphozous_hildegardeae",144.2394205128
"Taphozous_perforatus",144.2394227508
"Taphozous_nudiventris",144.2394205138
"Taphozous_troughtoni",144.2394205158
"Taphozous_longimanus",144.239420737
"Taphozous_achates",144.23941917
"Taphozous_georgianus",144.23941917
"Taphozous_hamiltoni",144.2394202885
"Taphozous_hilli",144.2394202885
"Taphozous_mauritianus",144.239420289
"Centronycteris_maximiliani",144.2394235793
"Centronycteris_centralis",144.2394235793
"Saccopteryx_leptura",144.2394213413
"Saccopteryx_bilineata",144.2394213413
"Saccopteryx_gymnura",144.2394229083
"Saccopteryx_antioquensis",144.2394229083
"Saccopteryx_canescens",144.2394229083
"Rhynchonycteris_naso",144.2394218559
"Mosia_nigrescens",144.2394218549
"Cyttarops_alecto",144.2394219947
"Diclidurus_isabellus",144.2394219897
"Diclidurus_scutatus",144.2394204231
"Diclidurus_ingens",144.2394208707
"Diclidurus_albus",144.2394208707
"Peropteryx_leucoptera",144.2394242237
"Peropteryx_pallidoptera",144.2394242277
"Peropteryx_trinitatis",144.2394222137
"Peropteryx_macrotis",144.2394222137
"Peropteryx_kappleri",144.2394233327
"Cormura_brevirostris",144.2394233327
"Balantiopteryx_plicata",144.239421188
"Balantiopteryx_io",144.239421411
"Balantiopteryx_infusca",144.239421411
"Emballonura_raffrayana",144.239422751
"Emballonura_semicaudata",144.239422751
"Emballonura_alecto",144.239420736
"Emballonura_monticola",144.239420736
"Emballonura_beccarii",144.239421857
"Emballonura_serii",144.239421857
"Emballonura_dianae",144.2394232023
"Emballonura_furax",144.239422975
"Coleura_seychellensis",144.2394220794
"Coleura_kibomalandy",144.2394220794
"Coleura_afra",144.239422079
"Emballonura_atrata",144.2394227475
"Emballonura_tiavato",144.2394227475
"Nyctiellus_lepidus",144.239420932
"Natalus_saturatus",144.2394194424
"Natalus_lanatus",144.2394194424
"Natalus_jamaicensis",144.2394191441
"Natalus_espiritosantensis",144.2394191441
"Natalus_major",144.2394188466
"Natalus_mexicanus",144.2394188466
"Natalus_stramineus",144.23941890716
"Natalus_tumidirostris",144.23941890716
"Natalus_primus",144.2394188468
"Chilonatalus_tumidifrons",144.239417359
"Chilonatalus_micropus",144.239417359
"Cheiromeles_torquatus",144.23942181846
"Cheiromeles_parvidens",144.23942181846
"Tadarida_teniotis",144.23941982216
"Tadarida_insignis",144.23941982216
"Tadarida_fulminans",144.23942101216
"Mormopterus_halli",144.23942000086
"Mormopterus_loriae",144.23942000086
"Mormopterus_lumsdenae",144.23942059506
"Mormopterus_beccarii",144.23942059506
"Mormopterus_kitcheneri",144.23942059506
"Mormopterus_phrudus",144.23942059536
"Tadarida_kuboriensis",144.23942089256
"Molossus_pretiosus",144.23942089256
"Mormopterus_planiceps",144.2394204464
"Mormopterus_acetabulosus",144.2394204464
"Molossus_alvarezi",144.2394201494
"Mormopterus_norfolkensis",144.23942178556
"Mormopterus_eleryi",144.23941940656
"Mormopterus_minutus",144.23941940656
"Sauromys_petrophilus",144.23942029876
"Tadarida_brasiliensis",144.23942029876
"Eumops_hansae",144.23941910826
"Eumops_bonariensis",144.23942029826
"Eumops_patagonicus",144.23942029826
"Eumops_dabbenei",144.23942009056
"Eumops_underwoodi",144.23942009056
"Eumops_glaucinus",144.23942038756
"Eumops_floridanus",144.23942038756
"Eumops_ferox",144.23942038756
"Eumops_wilsoni",144.23942038756
"Eumops_chiribaya",144.23941889956
"Eumops_perotis",144.23941889956
"Eumops_maurus",144.23941881026
"Eumops_auripendulus",144.23941881026
"Eumops_trumbulli",144.23941910826
"Nyctinomops_aurispinosus",144.23941997176
"Nyctinomops_femorosaccus",144.23941997106
"Nyctinomops_laticaudatus",144.23941997106
"Nyctinomops_macrotis",144.23942116076
"Nyctinomops_kalinowskii",144.23942116076
"Molossus_barnesi",144.23942101326
"Promops_nasutus",144.23942131096
"Promops_centralis",144.23942131096
"Molossus_molossus",144.23942071576
"Molossus_rufus",144.239420819798
"Molossus_coibensis",144.239420819798
"Molossops_neglectus",144.23942071466
"Molossops_temminckii",144.23942071466
"Cynomops_paranus",144.239421043
"Cynomops_planirostris",144.2394210428
"Cynomops_mexicanus",144.2394210428
"Cynomops_greenhalli",144.23942101296
"Cynomops_abrasus",144.23942101296
"Molossops_mattogrossensis",144.23941892966
"Molossops_aequatorianus",144.23941892966
"Otomops_secundus",144.23941910946
"Otomops_wroughtoni",144.23941910946
"Otomops_formosus",144.23942065576
"Otomops_martiensseni",144.23942065576
"Otomops_johnstonei",144.23942065556
"Otomops_papuensis",144.23942053706
"Otomops_madagascariensis",144.23942059646
"Tadarida_australis",144.23942079976
"Molossus_currentium",144.23941952716
"Molossus_sinaloae",144.23941952786
"Molossus_aztecus",144.23941952786
"Tadarida_jobimena",144.23942131066
"Tadarida_aegyptiaca",144.23942131066
"Mops_trevori",144.23941893026
"Chaerephon_ansorgei",144.23941988286
"Chaerephon_aloysiisabaudiae",144.23941988286
"Chaerephon_bregullae",144.23942012086
"Chaerephon_bivittatus",144.23942035826
"Mops_niveiventer",144.23942038803
"Chaerephon_jobensis",144.23942038803
"Mops_nanulus",144.23941892996
"Chaerephon_nigeriae",144.23942006036
"Chaerephon_russatus",144.23942006036
"Chaerephon_solomonis",144.23942011996
"Mops_congicus",144.23942011996
"Mops_sarasinorum",144.23942012036
"Mops_petersoni",144.23942012036
"Mops_midas",144.23941994206
"Chaerephon_johorensis",144.23941994206
"Chaerephon_atsinanana",144.23941991246
"Mops_demonstrator",144.23941991226
"Chaerephon_pumilus",144.23941991206
"Mops_niangarae",144.23941991206
"Mops_spurrelli",144.23942020946
"Chaerephon_tomensis",144.23942020946
"Chaerephon_chapini",144.23942080476
"Chaerephon_bemmeleni",144.23942020866
"Mops_thersites",144.23942020866
"Mops_bakarii",144.23942020866
"Mops_condylurus",144.23942020906
"Mops_leucostigma",144.23942020906
"Chaerephon_plicatus",144.23942041726
"Mops_brachypterus",144.23942041726
"Mops_mops",144.23942131016
"Chaerephon_gallagheri",144.23942131016
"Chaerephon_major",144.23941952466
"Tadarida_ventralis",144.239419733
"Mormopterus_francoismoutoui",144.2394212205
"Mormopterus_doriae",144.239421161
"Mormopterus_jugularis",144.239421161
"Tadarida_latouchei",144.239420923
"Tadarida_lobata",144.239420923
"Myopterus_whitleyi",144.2394202701
"Myopterus_daubentonii",144.2394202701
"Tomopeas_ravus",144.239421817
"Platymops_setiger",144.239419734
"Scoteanax_rueppellii",144.239421219
"Eudiscoderma_thongareeae",144.239421219
"Phoniscus_jagorii",144.2394209224
"Phoniscus_atrox",144.239420922
"Phoniscus_aerosa",144.239420922
"Phoniscus_papuensis",144.2394209224
"Miniopterus_inflatus",144.2394212229
"Miniopterus_shortridgei",144.2394212229
"Miniopterus_griveaudi",144.23942059871
"Miniopterus_fraterculus",144.23942059791
"Miniopterus_newtoni",144.23942059841
"Miniopterus_minor",144.23942059841
"Miniopterus_robustior",144.23942059811
"Miniopterus_gleni",144.23942059831
"Miniopterus_paululus",144.23942089631
"Miniopterus_griffithsi",144.23942089631
"Miniopterus_maghrebensis",144.23942059871
"Miniopterus_majori",144.23942059871
"Miniopterus_petersoni",144.23942059831
"Miniopterus_brachytragos",144.23942059831
"Miniopterus_ambohitrensis",144.23942039013
"Miniopterus_manavi",144.23942039013
"Miniopterus_aelleni",144.23942030111
"Miniopterus_natalensis",144.239421818
"Miniopterus_tristis",144.2394197361
"Miniopterus_egeri",144.23941946832
"Miniopterus_sororculus",144.23941946832
"Miniopterus_pusillus",144.2394194391
"Miniopterus_medius",144.23941967671
"Miniopterus_australis",144.23941967671
"Miniopterus_macrocneme",144.2394194381
"Miniopterus_magnater",144.2394179513
"Miniopterus_fuliginosus",144.2394176534
"Miniopterus_fuscus",144.2394176534
"Miniopterus_schreibersii",144.2394182486
"Miniopterus_mahafaliensis",144.2394182486
"Miniopterus_mossambicus",144.2394182486
"Miniopterus_oceanensis",144.239418846
"Myotis_alcathoe",144.239420623
"Myotis_mystacinus",144.239420623
"Myotis_volans",144.2394192299
"Myotis_sodalis",144.2394192299
"Myotis_septentrionalis",144.2394204195
"Myotis_auriculus",144.2394204195
"Myotis_ciliolabrum",144.23942042
"Myotis_melanorhinus",144.2394204201
"Myotis_californicus",144.23942042
"Myotis_leibii",144.23942042
"Myotis_thysanodes",144.2394191409
"Myotis_evotis",144.2394206273
"Myotis_keenii",144.2394206273
"Myotis_lucifugus",144.2394206279
"Myotis_oreias",144.239420925
"Myotis_peninsularis",144.2394208952
"Myotis_brandtii",144.2394208952
"Myotis_csorbai",144.2394209251
"Myotis_elegans",144.2394203294
"Myotis_riparius",144.2394203294
"Myotis_simus",144.2394203295
"Myotis_ruber",144.23942033
"Myotis_keaysi",144.239420032
"Myotis_levis",144.2394200324
"Myotis_oxyotus",144.2394200324
"Myotis_nigricans",144.2394200324
"Myotis_albescens",144.23942099309
"Myotis_chiloensis",144.23942099309
"Myotis_moluccarum",144.23942019039
"Myotis_fortidens",144.23942019039
"Myotis_yumanensis",144.23941998149
"Myotis_cobanensis",144.23942027899
"Myotis_velifer",144.23942027899
"Myotis_atacamensis",144.23942048749
"Myotis_lavali",144.23942048749
"Myotis_dominicensis",144.23942019019
"Myotis_martiniquensis",144.23942021989
"Myotis_nesopolus",144.23942021989
"Myotis_vivesi",144.23941995199
"Myotis_grisescens",144.23942027939
"Myotis_austroriparius",144.23942027939
"Myotis_australis",144.23942048699
"Myotis_handleyi",144.2394208369
"Myotis_rosseti",144.2394226219
"Myotis_insularum",144.2394209267
"Myotis_ridleyi",144.2394209267
"Myotis_macrotarsus",144.2394199144
"Myotis_hasseltii",144.2394199144
"Myotis_horsfieldii",144.2394216997
"Myotis_izecksohni",144.2394208077
"Myotis_adversus",144.2394208071
"Myotis_macropus",144.2394208071
"Myotis_capaccinii",144.23941985483
"Myotis_longipes",144.23942134233
"Myotis_annamiticus",144.23942134233
"Myotis_laniger",144.23942104483
"Myotis_davidii",144.23942104513
"Myotis_siligorensis",144.23942104513
"Myotis_phanluongi",144.23942134283
"Myotis_macrodactylus",144.2394209252
"Myotis_occultus",144.2394209252
"Myotis_midastactus",144.2394212229
"Myotis_pilosus",144.2394212229
"Myotis_fimbriatus",144.2394212231
"Myotis_dieteri",144.2394209257
"Myotis_petax",144.2394209257
"Myotis_daubentonii",144.2394206277
"Myotis_findleyi",144.2394200337
"Myotis_hajastanicus",144.2394200337
"Myotis_sicarius",144.2394215202
"Myotis_frater",144.2394206282
"Myotis_bechsteinii",144.2394203305
"Myotis_ater",144.2394203305
"Myotis_punicus",144.2394200342
"Myotis_myotis",144.2394203322
"Myotis_blythii",144.2394203322
"Myotis_pequinius",144.2394206291
"Myotis_badius",144.2394203311
"Myotis_bombinus",144.2394203311
"Myotis_escalerai",144.2394221154
"Myotis_planiceps",144.2394221154
"Myotis_schaubi",144.2394212231
"Myotis_chinensis",144.2394200335
"Myotis_nattereri",144.2394200335
"Myotis_montivagus",144.2394218185
"Myotis_yanbarensis",144.2394218194
"Myotis_secundus",144.2394215214
"Myotis_rufopictus",144.2394215214
"Myotis_pruinosus",144.2394206286
"Myotis_aelleni",144.2394206286
"Myotis_bucharensis",144.2394224145
"Myotis_annectans",144.2394224145
"Myotis_diminutus",144.2394224145
"Myotis_gomantongensis",144.2394206285
"Myotis_muricola",144.2394218182
"Myotis_dasycneme",144.2394218182
"Myotis_soror",144.2394218182
"Myotis_morrisi",144.2394203302
"Myotis_ikonnikovi",144.2394221162
"Myotis_altarium",144.2394221162
"Myotis_nipalensis",144.2394209262
"Myotis_aurascens",144.2394209262
"Myotis_welwitschii",144.2394212232
"Myotis_dinellii",144.2394212232
"Myotis_formosus",144.2394209262
"Myotis_bocagii",144.2394209262
"Myotis_emarginatus",144.2394191405
"Myotis_tricolor",144.2394209255
"Myotis_stalkeri",144.2394209255
"Myotis_flavus",144.2394206277
"Myotis_scotti",144.239419735
"Myotis_goudoti",144.2394194381
"Myotis_hermani",144.2394195273
"Myotis_anjouanensis",144.2394195273
"Submyotodon_latirostris",144.239421518
"Mimetillus_moloneyi",144.239422115
"Scotozous_dormeri",144.239422115
"Kerivoula_picta",144.2394212185
"Kerivoula_lanosa",144.2394224128
"Kerivoula_argentata",144.2394218176
"Kerivoula_pellucida",144.2394218176
"Kerivoula_papillosa",144.2394221151
"Kerivoula_smithii",144.2394221151
"Kerivoula_lenis",144.2394212235
"Kerivoula_cuprosa",144.2394212235
"Kerivoula_africana",144.2394205693
"Kerivoula_agnella",144.2394202713
"Kerivoula_phalaena",144.2394202713
"Kerivoula_eriophora",144.2394202724
"Kerivoula_flora",144.2394202724
"Kerivoula_whiteheadi",144.2394205693
"Kerivoula_hardwickii",144.2394202713
"Kerivoula_titania",144.2394193788
"Kerivoula_kachinensis",144.2394193788
"Kerivoula_krauensis",144.2394194381
"Kerivoula_minuta",144.2394209258
"Kerivoula_intermedia",144.2394209258
"Kerivoula_myrella",144.2394212228
"Kerivoula_muscina",144.2394212228
"Murina_eleryi",144.2394230074
"Murina_recondita",144.2394230071
"Murina_gracilis",144.2394230071
"Murina_fusca",144.2394230068
"Murina_aurata",144.239423305
"Murina_peninsularis",144.2394230067
"Murina_fionae",144.2394230071
"Murina_cyclotis",144.2394212211
"Murina_beelzebub",144.2394212211
"Murina_loreliae",144.2394218167
